asset,entry_timeframe,atr_window,include_secondary_levels,include_session_levels,allow_level_rearm,confirmation_mode,close_beyond_lookback_bars,wick_atr_mult,reversal_lookback_bars,reversal_requires_close,bos_lookback_bars,bos_mode,bos_confirm_atr_mult,require_rsi_confirm,rsi_period,rsi_mode,rsi_ob,rsi_os,sl_atr_buffer_mult,sl_extend_to_next_level,sl_extend_check_atr_mult,tp_mode,rr,session_start_minutes,session_end_minutes,max_trades_per_day,skip_weekday,n_trades,win_rate_pct,profit_factor,total_r,expectancy_r,max_dd_r,eod_frac,avg_profit_factor,min_profit_factor,periods_evaluated,periods_passed,consistency,calmar,score,period_pfs
MCL,3min,30,True,False,True,immediate_break,1,1.5,5,True,3,fractal,0.3,False,21,overbought_oversold,80,35,1.0,False,2.0,fixed_rr,2.0,420,900,1,2,654,47.4,1.329,135.87,0.2078,16.99,0.0122,1.371,1.003,5,5,1.0,7.997,6.5041,"[1.158, 1.353, 1.296, 2.046, 1.003]"
MCL,5min,30,True,False,True,reversal_cross_back,3,1.5,8,False,3,fractal,0.2,True,14,overbought_oversold,65,20,0.75,True,2.0,opposite_level,3.0,180,630,2,2,405,39.51,2.224,324.59,0.8015,22.54,0.3506,2.233,1.148,5,5,1.0,14.401,6.8953,"[1.148, 2.743, 2.621, 2.003, 2.648]"
MCL,3min,20,False,False,False,close_beyond,2,1.5,5,True,30,raw_wick,0.2,False,21,cross_50,75,20,0.5,True,0.5,opposite_level,4.0,420,750,1,-1,526,28.33,1.657,335.08,0.637,27.61,0.1426,1.662,1.268,5,5,1.0,12.136,7.9468,"[1.668, 1.268, 2.054, 1.434, 1.888]"
MCL,5min,20,True,False,False,reversal_cross_back,3,0.75,13,True,5,raw_wick,0.5,False,21,overbought_oversold,75,35,0.75,True,1.5,reversal_to_open,1.5,180,660,2,1,718,60.45,3.441,551.34,0.7679,7.9,0.0641,3.522,2.292,5,5,1.0,69.79,15.0765,"[3.81, 3.72, 3.915, 3.872, 2.292]"
MCL,5min,14,False,False,True,close_beyond,3,1.5,8,False,20,fractal,0.1,False,14,overbought_oversold,75,20,0.5,True,2.0,reversal_to_open,2.5,180,840,1,4,620,32.1,2.94,1070.11,1.726,34.34,0.0226,3.026,1.744,5,5,1.0,31.162,11.2162,"[2.431, 3.834, 3.843, 3.278, 1.744]"
MCL,5min,30,False,True,True,immediate_break,5,1.0,8,False,5,fractal,0.3,True,7,overbought_oversold,75,35,0.75,True,1.0,opposite_level,1.0,180,690,999,-1,3726,41.95,2.074,2512.95,0.6744,43.48,0.197,2.127,1.774,5,5,1.0,57.796,14.5882,"[1.863, 1.803, 3.126, 2.068, 1.774]"
MCL,5min,14,True,False,False,reversal_cross_back,1,1.5,2,True,3,fractal,0.3,False,7,cross_50,70,25,0.5,False,0.5,opposite_level,2.5,420,660,2,3,522,39.08,1.611,204.39,0.3915,25.07,0.3046,1.716,0.867,5,3,0.6,8.153,3.2562,"[0.961, 1.516, 4.106, 1.131, 0.867]"
MCL,3min,20,True,False,True,close_beyond,3,0.5,5,True,20,fractal,0.0,False,21,cross_50,80,35,0.3,True,0.5,reversal_to_open,3.0,300,660,5,-1,2847,30.8,2.025,3009.61,1.0571,63.56,0.0348,2.068,1.42,5,5,1.0,47.351,11.2952,"[1.601, 1.945, 2.932, 2.444, 1.42]"
MCL,5min,30,True,False,False,reversal_cross_back,3,0.75,5,False,20,raw_wick,0.2,False,14,cross_50,75,35,0.5,True,1.0,reversal_to_open,1.25,420,960,999,2,1029,39.07,1.433,298.3,0.2899,33.42,0.0768,1.473,0.988,5,4,0.8,8.926,5.4833,"[0.988, 1.424, 2.577, 1.37, 1.006]"
MCL,3min,14,True,False,True,immediate_break,1,0.5,8,True,5,fractal,0.5,False,14,cross_50,65,35,1.0,True,1.0,opposite_level,1.5,180,630,5,2,2816,36.26,2.168,2482.18,0.8815,43.6,0.2191,2.175,1.857,5,5,1.0,56.931,14.7509,"[2.186, 2.014, 2.727, 2.093, 1.857]"
MCL,3min,30,True,False,False,immediate_break,3,1.0,5,False,8,fractal,0.3,False,14,cross_50,70,30,0.3,True,0.5,fixed_rr,1.5,570,900,5,2,1058,38.56,0.587,-344.29,-0.3254,342.8,0.0151,0.598,0.335,5,0,0.0,-1.004,0.0,"[0.335, 0.725, 0.683, 0.631, 0.614]"
MCL,3min,20,False,True,True,break_of_structure,1,0.75,1,False,3,fractal,0.1,False,21,cross_50,70,20,0.3,True,2.0,opposite_level,1.25,180,780,999,4,3162,50.22,2.564,2918.92,0.9231,64.96,0.1221,2.57,2.011,5,5,1.0,44.934,16.2072,"[2.011, 3.025, 2.748, 2.542, 2.523]"
MCL,5min,20,False,True,False,break_of_structure,1,0.75,20,False,20,fractal,0.1,False,21,overbought_oversold,80,25,0.3,False,1.0,opposite_level,1.5,420,780,2,0,958,60.33,2.048,402.81,0.4205,14.8,0.1754,2.044,1.76,5,5,1.0,27.217,12.084,"[1.982, 1.76, 2.183, 1.966, 2.327]"
MCL,5min,20,True,True,False,reversal_cross_back,1,1.5,5,True,5,raw_wick,0.1,False,21,overbought_oversold,70,20,0.5,False,1.5,opposite_level,4.0,570,900,1,4,699,37.34,0.769,-110.49,-0.1581,113.71,0.0644,0.787,0.64,5,1,0.2,-0.972,0.8385,"[0.661, 0.643, 1.211, 0.781, 0.64]"
